SMI,canonical_smi,lambda_max_exp_nm,HeavyAtomCount,LargestConjugatedSystemSize,TPSA,NumHDonors,NumRotatableBonds,FractionCSP3,MolLogP_clipped,NumDonorGroups,NumAcceptorGroups,HasPushPull
Nc1nc2c(N=Nc3ccccc3)c(nn2c(c1N=Nc1ccccc1)N)N,Nc1nc2c(N=Nc3ccccc3)c(N)nn2c(N)c1N=Nc1ccccc1,465.0,28,28,157.69,3,4,0.0,4.306700000000001,3,0,0
c1cc(cc(c1)n1c2ccccc2c2c1cccc2)c1cccc(c1)n1c2ccccc2c2c1cccc2,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,293.0,38,38,9.86,0,3,0.0,9.547799999999995,0,0,0
Clc1cccc(c1)n1cccc1,Clc1cccc(-n2cccc2)c1,311.0,12,11,4.93,0,1,0.0,3.130700000000001,0,1,0
CC(c1ccc(cc1)C=c1oc(=Cc2ccccc2)c2c1cccc2)(C)C,CC(C)(C)c1ccc(C=c2oc(=Cc3ccccc3)c3ccccc23)cc1,375.0,27,23,13.14,0,2,0.15384615384615385,5.3879000000000055,0,0,0
FC1=C(O[C@@H]([C@H]1O[Si](C(C)(C)C)(C)C)CO[Si](C(C)(C)C)(C)C)n1ccc(=O)[nH]c1=O,CC(C)(C)[Si](C)(C)OC[C@H]1OC(n2ccc(=O)[nH]c2=O)=C(F)[C@@H]1O[Si](C)(C)C(C)(C)C,261.0,31,11,82.55,1,6,0.7142857142857143,4.443200000000004,3,0,0
c1cc(C#Cc2ccc(cc2)n2c3ccccc3c3c2cccc3)c2c(c1)nsn2,C(#Cc1cccc2nsnc12)c1ccc(-n2c3ccccc3c3ccccc32)cc1,236.0,30,30,30.71,0,1,0.0,6.188200000000005,1,0,0
CCCSC(=O)c1ccc(cn1)C(=O)SCCC,CCCSC(=O)c1ccc(C(=O)SCCC)nc1,613.0,18,10,47.03,0,6,0.46153846153846156,3.6484000000000023,2,2,1
O=C(c1cc(C(=O)CC(=O)c2ccc(cc2)F)c(nc1C)C)CC(=O)c1ccc(cc1)F,Cc1nc(C)c(C(=O)CC(=O)c2ccc(F)cc2)cc1C(=O)CC(=O)c1ccc(F)cc1,340.0,32,10,81.16999999999999,0,8,0.16,4.888040000000004,0,6,0
COc1ccc(cc1)n1c2cc(sc2c2c1cc(s2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,COc1ccc(-n2c3cc(C=C(C#N)C(=O)O)sc3c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)cc1,610.0,45,44,78.49,1,8,0.02702702702702703,10.043679999999993,5,2,1
OC(=O)c1ccc(cc1O)n1c(C)ccc1C,Cc1ccc(C)n1-c1ccc(C(=O)O)c(O)c1,385.0,17,15,62.46000000000001,2,2,0.15384615384615385,2.49794,2,1,1
CCN(c1ccc(c(c1)O)N=Nc1nc2c(s1)cc(cc2)C)CC,CCN(CC)c1ccc(N=Nc2nc3ccc(C)cc3s2)c(O)c1,532.0,24,19,61.08,1,5,0.2777777777777778,5.571920000000004,3,0,0
c1cc(cc(c1)n1c2ccccc2c2c1cccc2)c1noc(n1)c1cccc(c1)n1c2ccccc2c2c1cccc2,c1cc(-c2noc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)n2)cc(-n2c3ccccc3c3ccccc32)c1,337.0,43,43,48.78,0,4,0.0,9.597799999999994,0,0,0
ClP(=O)(Oc1ccccc1)Oc1ccccc1,O=P(Cl)(Oc1ccccc1)Oc1ccccc1,419.0,17,7,35.53,0,4,0.0,4.4913000000000025,2,0,0
C(=CC=C1C=C(OC(=C1)c1ccccc1)c1ccccc1)C=Cc1ccncn1,C(=CC=C1C=C(c2ccccc2)OC(c2ccccc2)=C1)C=Cc1ccncn1,469.0,29,29,35.010000000000005,0,5,0.0,6.084800000000005,1,0,0
COc1ccc(cc1)c1c([nH]c2c1cccc2)c1ccc(cc1)S(=O)(=O)NC(=O)C,COc1ccc(-c2c(-c3ccc(S(=O)(=O)NC(C)=O)cc3)[nH]c3ccccc23)cc1,256.0,30,22,88.25999999999999,2,5,0.08695652173913043,4.335300000000003,1,2,1
Clc1ccc(cc1)n1c(nc(c1c1ccccc1)c1ccccc1)c1ccc(cc1)C=Cc1ccccc1,Clc1ccc(-n2c(-c3ccc(C=Cc4ccccc4)cc3)nc(-c3ccccc3)c2-c2ccccc2)cc1,339.0,38,37,17.82,0,6,0.0,9.697099999999997,0,1,0
c1ccc(cc1)C=Cc1ccc(cc1)c1nc(c(n1c1ccccc1)c1ccccc1)c1ccccc1,C(=Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)cc1)c1ccccc1,331.0,37,37,17.82,0,6,0.0,9.043700000000001,0,0,0
Oc1cc2ccccc2cc1O,Oc1cc2ccccc2cc1O,701.0,12,12,40.46,2,0,0.0,2.251000000000001,2,0,0
COC(=O)[C@H](Cc1ccc2c(c1)nc(o2)c1ncc[nH]1)NC(=O)OC(C)(C)C,COC(=O)[C@H](Cc1ccc2oc(-c3ncc[nH]3)nc2c1)NC(=O)OC(C)(C)C,322.0,28,14,119.34000000000002,2,5,0.3684210526315789,2.8267000000000007,2,2,1
O=C(c1cccs1)CC(=O)c1cccs1,O=C(CC(=O)c1cccs1)c1cccs1,370.0,15,7,34.14,0,4,0.09090909090909091,3.2653000000000016,2,2,1
COC(=O)COc1nc(sc1C)c1ccc2c(n1)c1ncccc1cc2,COC(=O)COc1nc(-c2ccc3ccc4cccnc4c3n2)sc1C,234.0,26,20,74.2,0,4,0.15789473684210525,3.766720000000003,3,1,1
COc1ccc(cc1)C=NNC(=O)c1ccc(cc1)Cn1c2ccccc2c2c1cccc2,COc1ccc(C=NNC(=O)c2ccc(Cn3c4ccccc4c4ccccc43)cc2)cc1,319.0,33,18,55.62,1,6,0.07142857142857142,5.615300000000005,1,1,1
c1csc(c1)c1ccc2c3c1ccc1c3c(cc2)c(cc1)c1cccs1,c1csc(-c2ccc3ccc4c(-c5cccs5)ccc5ccc2c3c54)c1,371.0,26,26,0.0,0,2,0.0,8.041000000000002,2,0,0
C1(C)c2cc(ccc2c2c1cccc2)C#Cc1ccc2c3c1ccc1c3c(cc2)c(cc1)C#Cc1ccc2c(c1)C(C)(C)c1c2cccc1,CC1c2ccccc2-c2ccc(C#Cc3ccc4ccc5c(C#Cc6ccc7c(c6)C(C)(C)c6ccccc6-7)ccc6ccc3c4c65)cc21,428.0,49,44,0.0,0,0,0.10204081632653061,11.822099999999981,0,0,0
C1(C)c2cc3nc([nH]c3cc2c2c1cc1nc([nH]c1c2)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F,CC1c2cc3nc(-c4ccc(C(F)(F)F)cc4)[nH]c3cc2-c2cc3[nH]c(-c4ccc(C(F)(F)F)cc4)nc3cc21,378.0,40,30,57.36,2,2,0.13333333333333333,8.943,0,2,0
Cc1c(sc2c1sc(c2)C=O)c1nc2c(s1)cccc2,Cc1c(-c2nc3ccccc3s2)sc2cc(C=O)sc12,378.0,20,19,29.96,0,2,0.06666666666666667,5.360420000000002,3,1,1
CCN1C(=O)C(=CC=c2c3cccc4c3c(n2Cc2ccccc2)ccc4)C(=O)N(C1=S)CC,CCN1C(=O)C(=CC=c2c3cccc4cccc(c43)n2Cc2ccccc2)C(=O)N(CC)C1=S,613.0,34,23,45.550000000000004,0,5,0.17857142857142858,4.2641000000000036,0,2,0
CCC1(CC)c2cc(ccc2c2c1cccc2)C1=C(c2ccc3c(c2)C(CC)(CC)c2c3cccc2)C(C(C1(F)F)(F)F)(F)F,CCC1(CC)c2ccccc2-c2ccc(C3=C(c4ccc5c(c4)C(CC)(CC)c4ccccc4-5)C(F)(F)C(F)(F)C3(F)F)cc21,353.0,45,26,0.0,0,6,0.3333333333333333,11.689899999999986,0,0,0
N#Cc1ccc(cc1)c1cnc(n1C)c1ccc(cc1)c1nc2c(s1)cccc2,Cn1c(-c2ccc(C#N)cc2)cnc1-c1ccc(-c2nc3ccccc3s2)cc1,343.0,29,28,54.5,0,3,0.041666666666666664,5.902480000000004,1,1,1
O[C@H]1C[C@@H](O[C@@H]1COP(=O)(OP(=O)(OP(=O)(O)O)O)O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,519.0,30,10,258.8999999999999,6,8,0.5,-0.5998000000000002,10,0,0
Clc1cc(C=Nc2sc3c(n2)ccc(c3)C)c(c(c1)Cl)O,Cc1ccc2nc(N=Cc3cc(Cl)cc(Cl)c3O)sc2c1,273.0,21,18,45.480000000000004,1,2,0.06666666666666667,5.367720000000002,2,2,1
N#CC(=C1OC(=O)C(=C(c2cc(oc2C)C)C)C1=C(c1ccccc1)c1ccccc1)C#N,CC(=C1C(=O)OC(=C(C#N)C#N)C1=C(c1ccccc1)c1ccccc1)c1cc(C)oc1C,610.0,33,30,87.02,0,3,0.10714285714285714,6.0301000000000045,1,3,1
Clc1ccc(cc1)N=Nc1c([nH]c2n1nc(c2N=Nc1ccccc1)C)c1ccccc1,Cc1nn2c(N=Nc3ccc(Cl)cc3)c(-c3ccccc3)[nH]c2c1N=Nc1ccccc1,532.0,32,30,82.52999999999999,1,5,0.041666666666666664,8.122020000000006,0,1,0
OC[C@H]1O[C@H](C[C@@]1(O)n1nnc(c1)CNC(=O)Cc1cc(=O)oc2c1c1ccccc1cc2)n1cc(C)c(=O)[nH]c1=O,Cc1cn([C@H]2C[C@@](O)(n3cc(CNC(=O)Cc4cc(=O)oc5ccc6ccccc6c45)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,350.0,42,15,194.56999999999996,4,7,0.2857142857142857,0.18011999999999995,3,1,1
O=C(c1cn(C)c2c(c1=O)c(F)c(c(c2)F)F)c1ccccc1Cc1ccccc1,Cn1cc(C(=O)c2ccccc2Cc2ccccc2)c(=O)c2c(F)c(F)c(F)cc21,473.0,30,19,39.07,0,4,0.08333333333333333,4.777600000000003,0,4,0
Cc1ccsc1c1sc(c2c1cccc2)c1csc2c1cccc2,Cc1ccsc1-c1sc(-c2csc3ccccc23)c2ccccc12,455.0,24,23,0.0,0,2,0.047619047619047616,7.819920000000003,3,0,0
O=c1cc(c2cc(nc(c2)c2cc3ccccc3oc2=O)c2cc3ccccc3oc2=O)c2c(o1)c1ccccc1cc2,O=c1cc(-c2cc(-c3cc4ccccc4oc3=O)nc(-c3cc4ccccc4oc3=O)c2)c2ccc3ccccc3c2o1,350.0,43,43,103.52,0,3,0.0,7.555000000000004,0,0,0
O=C(C=Cc1ccc(cc1)O)C=Cc1ccc(cc1)O,O=C(C=Cc1ccc(O)cc1)C=Cc1ccc(O)cc1,376.0,20,20,57.53,2,4,0.0,3.3935000000000013,2,1,1
CCOC(=O)C1=C(c2ccccc2)N(C(=O)C1=Cc1ccccc1)C,CCOC(=O)C1=C(c2ccccc2)N(C)C(=O)C1=Cc1ccccc1,409.0,25,22,46.61,0,4,0.14285714285714285,3.5164000000000026,1,2,1
Oc1ccccc1C1=NCCO1,Oc1ccccc1C1=NCCO1,250.0,12,10,41.82000000000001,1,1,0.2222222222222222,1.169,2,0,0
Cc1ccc(cc1)c1ccc(cc1)O,Cc1ccc(-c2ccc(O)cc2)cc1,278.0,14,13,20.23,1,1,0.07692307692307693,3.3676200000000014,1,0,0
Clc1ccc(cc1)N=Nc1ccc(c2c1cccn2)O,Oc1ccc(N=Nc2ccc(Cl)cc2)c2cccnc12,406.0,20,19,57.84,1,2,0.0,5.009200000000002,1,1,1
OC[C@H]1O[C@@H](Oc2c(OC)cc3c(c2O)c(=O)c2c(o3)cc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,COc1cc2oc3cc(O)c(O)cc3c(=O)c2c(O)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,366.0,32,20,199.51,7,4,0.35,-0.7497000000000009,10,0,0
COc1ccc(cc1)C=Cc1ccn2c(c1)nc(c2)c1ccccc1,COc1ccc(C=Cc2ccn3cc(-c4ccccc4)nc3c2)cc1,384.0,25,24,26.53,0,4,0.045454545454545456,5.180300000000004,1,0,0
O=c1c2c3oc4ccccc4oc3c3c(c2c(=O)c2c1cccc2)oc1c(o3)cccc1,O=c1c2ccccc2c(=O)c2c3oc4ccccc4oc3c3oc4ccccc4oc3c12,414.0,32,32,86.7,0,0,0.0,6.2604000000000015,0,0,0
Nc1ccc2c(c1)C(=O)NC2=O,Nc1ccc2c(c1)C(=O)NC2=O,458.0,12,12,72.19,2,0,0.0,0.15239999999999998,1,2,1
C#Cc1cccc2c1cccc2C#Cc1cccc2c1cccc2N(C)C,C#Cc1cccc2c(C#Cc3cccc4c(N(C)C)cccc34)cccc12,397.0,27,25,3.24,0,1,0.07692307692307693,5.440100000000004,1,0,0
COC(=O)c1cc2ccccc2cc1c1cc2ccccc2cc1C(=O)N[C@H](C(C)(C)C)C,COC(=O)c1cc2ccccc2cc1-c1cc2ccccc2cc1C(=O)N[C@@H](C)C(C)(C)C,226.8,33,26,55.400000000000006,1,4,0.2413793103448276,6.611000000000006,1,2,1
ClCc1cc(=O)oc2c1cc1nc(oc1c2)c1cccc(c1)N,Nc1cccc(-c2nc3cc4c(CCl)cc(=O)oc4cc3o2)c1,340.0,23,21,82.26,1,2,0.058823529411764705,3.922200000000002,1,0,0
N#CC(=Cc1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2)C#N,CN1C(=CN=Nc2ccc(C=C(C#N)C#N)cc2)C(C)(C)c2ccccc21,540.0,27,23,75.53999999999999,0,3,0.18181818181818182,5.469860000000004,1,2,1
Clc1cccc(c1)N=Nc1c(C)nc2n1nc(C)c1c2c(c2ccccc2)n(n1)c1ccccc1,Cc1nc2c3c(-c4ccccc4)n(-c4ccccc4)nc3c(C)nn2c1N=Nc1cccc(Cl)c1,404.0,35,32,72.73,0,4,0.07407407407407407,7.4208400000000045,0,1,0
CCN(c1ccc(c(c1)O)c1[nH]c2c(n1)ccc(c2)n1nc2c(n1)c1cc(ccc1cc2)S(=O)(=O)O)CC,CCN(CC)c1ccc(-c2nc3ccc(-n4nc5ccc6ccc(S(=O)(=O)O)cc6c5n4)cc3[nH]2)c(O)c1,379.0,38,30,137.23,3,6,0.14814814814814814,4.915500000000004,3,1,1
OC[C@H]1O[C@H](C[C@@]1(O)n1nnc(c1)CNC(=O)Cc1cc(=O)oc2c1c(OC)cc(c2)OC)n1cc(C)c(=O)[nH]c1=O,COc1cc(OC)c2c(CC(=O)NCc3cn([C@]4(O)C[C@H](n5cc(C)c(=O)[nH]c5=O)O[C@@H]4CO)nn3)cc(=O)oc2c1,322.0,42,13,213.02999999999992,4,9,0.38461538461538464,-0.9558799999999985,5,1,1
NN=C(C(=O)c1ccccc1O)c1[nH]ccc1,NN=C(C(=O)c1ccccc1O)c1ccc[nH]1,273.1,17,17,91.47,3,3,0.0,1.2659999999999998,2,1,1
N#CC(=Cc1cccc2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1,N#CC(=Cc1cccc2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,400.0,33,33,27.03,0,5,0.0,8.373780000000004,1,1,1
N#Cc1ccc(cc1)C=C(c1ccccc1)c1ccccc1,N#Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1,321.0,22,22,23.79,0,3,0.0,5.147180000000004,0,1,0
C#Cn1c(ccc1c1cccs1)c1cccs1,C#Cn1c(-c2cccs2)ccc1-c1cccs1,309.0,17,17,4.93,0,2,0.0,4.383900000000002,2,0,0
[O-][N+](=O)c1cc2C(=CC=CC=CC=c3n(c4ccccc4)c4c(n3c3ccccc3)cccc4)c3c(c2c(c1)[N+](=O)[O-])c(cc(c3)[N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=CC=CC=C1N(c2ccccc2)c2ccccc2N1c1ccccc1,873.0,52,52,179.04000000000002,0,9,0.0,9.675299999999995,2,0,0
COc1sc(nc1C1=C(c2sccc2OC)C(C(C1(F)F)(F)F)(F)F)c1ccccc1,COc1ccsc1C1=C(c2nc(-c3ccccc3)sc2OC)C(F)(F)C(F)(F)C1(F)F,525.0,31,20,31.35,0,5,0.25,6.719100000000005,4,0,0
c1cnc2c(c1)cc[nH]2,c1cnc2[nH]ccc2c1,347.0,9,9,28.68,1,0,0.0,1.5629,0,0,0
COc1cccc(c1)N1C=Cc2c(S1(=O)=O)sc(c2)S(=O)(=O)N,COc1cccc(N2C=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,519.0,23,15,106.76999999999998,1,3,0.07692307692307693,1.5837,4,2,1
Fc1c2oc3ccccc3oc2c(c2c1c(=O)c1c(c2=O)c(O)ccc1O)F,O=c1c2c(O)ccc(O)c2c(=O)c2c(F)c3oc4ccccc4oc3c(F)c12,497.0,28,26,100.88,2,0,0.0,3.895200000000001,2,2,1
N#CC(=C1CC(C)(C)CC(=C(C#N)C#N)C1=Cc1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2)C#N,CN1C(=CN=Nc2ccc(C=C3C(=C(C#N)C#N)CC(C)(C)CC3=C(C#N)C#N)cc2)C(C)(C)c2ccccc21,429.0,40,31,123.11999999999998,0,3,0.2727272727272727,7.930220000000007,1,4,1
N#CC(=Cc1cc(c(s1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C)C(=O)O,Cc1cc(C=C(C#N)C(=O)O)sc1C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,517.0,34,33,64.33,1,7,0.034482758620689655,7.688300000000006,3,2,1
COc1ccc(cc1)C#Cc1ccc(cc1)c1c(F)c(F)c(c(c1F)F)c1ccc(cc1)C#Cc1ccc(cc1)OC,COc1ccc(C#Cc2ccc(-c3c(F)c(F)c(-c4ccc(C#Cc5ccc(OC)cc5)cc4)c(F)c3F)cc2)cc1,330.0,42,36,18.46,0,4,0.05555555555555555,8.393800000000004,2,4,1
COc1ccc(cc1)C(C(=O)C)Cl,COc1ccc(C(Cl)C(C)=O)cc1,337.0,13,7,26.3,0,3,0.3,2.5641000000000007,1,1,1
COC(=O)Cc1cc(=O)oc2c1ccc(c2)O,COC(=O)Cc1cc(=O)oc2cc(O)ccc12,327.0,17,12,76.74000000000001,1,2,0.16666666666666666,1.2140999999999997,2,1,1
COC(=O)C=c1sc2=NC3=C(C(n2c1=O)c1ccccc1Cl)C3=Cc1ccccc1Cl,COC(=O)C=c1sc2n(c1=O)C(c1ccccc1Cl)C1=C(N=2)C1=Cc1ccccc1Cl,313.7,31,21,60.66,0,3,0.08695652173913043,3.7440000000000024,2,3,1
O=C(c1ccccc1)c1ccc(cc1)OCC(=C)C(=O)O,C=C(COc1ccc(C(=O)c2ccccc2)cc1)C(=O)O,289.0,21,15,63.60000000000001,1,6,0.058823529411764705,2.9372000000000007,2,2,1
CCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C(=O)O)C#N)c1ccc(cc1)O,CCN1c2ccc(C=C(C#N)C(=O)O)cc2Sc2cc(-c3ccc(O)cc3)ccc21,446.0,30,27,84.56,2,4,0.08333333333333333,5.673380000000004,4,2,1
OC(=O)CN1C(=S)SC(=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)C1=O,O=C(O)CN1C(=O)C(=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)SC1=S,484.0,31,26,60.85,1,6,0.041666666666666664,5.442200000000003,3,2,1
COc1ccc(cc1)C1(c2ccc(cc2)OC)c2ccc[n+](c2c2c1ccc[n+]2[O-])[O-],COc1ccc(C2(c3ccc(OC)cc3)c3ccc[n+]([O-])c3-c3c2ccc[n+]3[O-])cc1,320.0,31,14,72.34,0,4,0.12,3.333700000000001,2,0,0
C[Si]1(c2ccccc2)C(=C(C(=C1C#C[Si](c1ccccc1)(C)C)c1ccccc1)c1ccccc1)C#C[Si](c1ccccc1)(C)C,C[Si](C)(C#CC1=C(c2ccccc2)C(c2ccccc2)=C(C#C[Si](C)(C)c2ccccc2)[Si]1(C)c1ccccc1)c1ccccc1,210.0,46,20,0.0,0,5,0.11627906976744186,8.288200000000009,0,0,0
O=c1oc2ccccc2c(c1N=Nc1scc(n1)c1ccccc1)O,O=c1oc2ccccc2c(O)c1N=Nc1nc(-c2ccccc2)cs1,293.0,25,25,88.05,1,3,0.0,5.037500000000003,2,0,0
c1cnc2c(n1)cc1c(c2)nccn1,c1cnc2cc3nccnc3cc2n1,870.0,14,14,51.56,0,0,0.0,1.5729999999999997,0,0,0
N#CC(=C1C=C(C=Cc2ccc(cc2)N(c2cccc3c2cccc3)c2ccc(cc2)c2nc3c(s2)cccc3)CC(C1)(C)C)C#N,CC1(C)CC(C=Cc2ccc(N(c3ccc(-c4nc5ccccc5s4)cc3)c3cccc4ccccc34)cc2)=CC(=C(C#N)C#N)C1,490.0,47,42,63.71,0,6,0.11904761904761904,11.689659999999982,2,2,1
c1ccc(cc1)c1nc2c(o1)cc(cc2)c1ccc2c(c1)oc(n2)c1ccccc1,c1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccccc6)oc5c4)cc3o2)cc1,330.0,30,30,52.06,0,3,0.0,6.970000000000004,0,0,0
Clc1ccccc1N=Nc1nc2c(s1)cc(cc2)[N+](=O)[O-],O=[N+]([O-])c1ccc2nc(N=Nc3ccccc3Cl)sc2c1,352.0,21,20,80.75,0,3,0.0,5.273300000000002,1,1,1
OC(=O)c1ccc(c(c1)O)O,O=C(O)c1ccc(O)c(O)c1,290.0,11,11,77.76,3,1,0.0,0.7959999999999998,3,1,1
O=C1CSC(=Nc2c3ccccc3nc3c2cccc3)N1N(c1ccccc1)c1ccccc1,O=C1CSC(=Nc2c3ccccc3nc3ccccc23)N1N(c1ccccc1)c1ccccc1,368.0,34,19,48.800000000000004,0,4,0.03571428571428571,6.7042000000000055,2,1,1
CN1c2ccc(cc2C(C1=CC1=C([O-])C(=CC2=[N+](C)c3c(C2(C)C)cc(cc3)c2ccccc2)C1=O)(C)C)c1ccccc1,CN1C(=CC2=C([O-])C(=CC3=[N+](C)c4ccc(-c5ccccc5)cc4C3(C)C)C2=O)C(C)(C)c2cc(-c3ccccc3)ccc21,658.5,44,36,46.379999999999995,0,4,0.2,7.461600000000008,2,1,1
c1ccc(cc1)C1(C=Cc2c(O1)ccc1c2cccc1)c1ccc(cc1)Oc1cccc2c1cccc2,C1=CC(c2ccccc2)(c2ccc(Oc3cccc4ccccc34)cc2)Oc2ccc3ccccc3c21,446.0,37,17,18.46,0,4,0.02857142857142857,9.134699999999999,2,0,0
[N-]=[N+]=NCOc1ccc2c(c1)oc(=O)cc2C,Cc1cc(=O)oc2cc(OCN=[N+]=[N-])ccc12,321.0,17,12,88.2,0,3,0.18181818181818182,2.7480200000000012,1,0,0
O=C1N[C@@H]2[C@H](N1)[C@@H](SC2)COP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC[C@@H]2SC[C@@H]3NC(=O)N[C@@H]32)[C@@H](O)[C@H]1O,470.0,33,10,216.2,6,7,0.625,-1.6732999999999976,8,1,1
O=Cc1ccc(c(c1)O)O,O=Cc1ccc(O)c(O)c1,705.0,10,10,57.53,2,1,0.0,0.9102999999999999,2,1,1
Cc1ccc2c(c1)c(=Cc1ccccc1)oc2=Cc1ccc(cc1)N(C)C,Cc1ccc2c(=Cc3ccc(N(C)C)cc3)oc(=Cc3ccccc3)c2c1,407.0,27,24,16.380000000000003,0,3,0.12,4.464820000000004,1,0,0
Clc1ccc(cc1)N=Nc1c(=O)[nH]c2n(c1N)c1ccccc1n2,Nc1c(N=Nc2ccc(Cl)cc2)c(=O)[nH]c2nc3ccccc3n12,400.0,24,23,100.89999999999999,2,2,0.0,3.8268000000000013,1,1,1
C(OC(C(=O)c1ccccc1)O)C,CCOC(O)C(=O)c1ccccc1,413.0,13,8,46.53,1,4,0.3,1.2242,2,1,1
CCn1c2ccc(cc2c2c1cccc2)c1ccc(s1)c1ccncn1,CCn1c2ccccc2c2cc(-c3ccc(-c4ccncn4)s3)ccc21,385.0,26,24,30.71,0,3,0.09090909090909091,5.999900000000005,1,0,0
Cc1ccc(cc1)C=c1oc(=Cc2ccccc2)c2c1cccc2,Cc1ccc(C=c2oc(=Cc3ccccc3)c3ccccc23)cc1,373.0,24,23,13.14,0,2,0.043478260869565216,4.398820000000003,0,0,0
O=C(c1ccc(cc1)C(=O)c1ccccc1)OC1=CC=CC(=COc2ccc(cc2)C=Cc2ccc(cc2)[N+](=O)[O-])C1,O=C(OC1=CC=CC(=COc2ccc(C=Cc3ccc([N+](=O)[O-])cc3)cc2)C1)c1ccc(C(=O)c2ccccc2)cc1,374.0,42,41,95.74000000000001,0,9,0.02857142857142857,7.959700000000008,2,2,1
OCC1OC(CC1O)n1cnc2c1[nH]c(N)nc2=S,Nc1nc(=S)c2ncn(C3CC(O)C(CO)O3)c2[nH]1,470.0,19,11,122.21000000000001,4,2,0.5,-0.28821000000000024,4,0,0
Cc1nc(cc(n1)c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,Cc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,286.0,45,44,35.64,0,4,0.024390243902439025,10.31321999999999,0,0,0
[O-][N+](=O)c1ccccc1c1scc2c1OCCO2,O=[N+]([O-])c1ccccc1-c1scc2c1OCCO2,345.0,18,16,61.60000000000001,0,2,0.16666666666666666,3.094500000000002,3,0,0
c1ccc(cc1)c1ccccc1c1ccc2c(c1)c(c1ccc3c(c1)cccc3)c1c(c2c2ccc3c(c2)cccc3)cccc1,c1ccc(-c2ccccc2-c2ccc3c(-c4ccc5ccccc5c4)c4ccccc4c(-c4ccc5ccccc5c4)c3c2)cc1,456.0,46,46,0.0,0,4,0.0,12.967399999999978,0,0,0
Cn1c2cc(ccc2c2c1cc(cc2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C,Cn1c2cc(C=C(C#N)C(=O)O)ccc2c2ccc(-c3ccc(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)cc3)cc21,312.0,48,39,69.25999999999999,1,6,0.20930232558139536,11.054879999999986,2,2,1
O=C1C(=Cc2ccccc2)N=C(N1Cc1ccccc1)c1ccccc1,O=C1C(=Cc2ccccc2)N=C(c2ccccc2)N1Cc1ccccc1,375.0,26,19,32.67,0,4,0.043478260869565216,4.516700000000003,0,1,0
Nc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccccc1)C=C3)c1ccccc1)[nH]2)c1ccccc1,Nc1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,420.0,49,49,83.38,3,4,0.0,10.90579999999999,1,0,0
[O-][N+](=O)c1ccc2c(c1)cc1c(n2)cc(cc1)Nc1nc2c(s1)cccc2,O=[N+]([O-])c1ccc2nc3cc(Nc4nc5ccccc5s4)ccc3cc2c1,437.0,27,27,80.95,1,3,0.0,5.649500000000002,2,0,0
