SMI,canonical_smi,lambda_max_exp_nm,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FractionCSP3,HeavyAtomCount,NumValenceElectrons,MolLogP_clipped
CC1(C)c2cc(ccc2N(c2c1cccc2)c1ccccc1)c1ccc(cc1)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1,CC1(C)c2ccccc2N(c2ccccc2)c2ccc(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccccc4)cc3)cc21,367.0,653.8290000000002,12.774999999999974,21.060000000000002,0,2,4,10,9,0.0625,51,242,12.774999999999974
OC(=O)c1cnc2c(n1)cccc2,O=C(O)c1cnc2ccccc2n1,508.0,174.159,1.3279999999999998,63.08,1,3,1,2,2,0.0,13,64,1.3279999999999998
O=c1nc(nc2c1cc1ccccc1n2C)c1ccccc1,Cn1c2nc(-c3ccccc3)nc(=O)c-2cc2ccccc21,453.0,287.322,3.1003000000000016,47.78,0,3,1,4,2,0.05555555555555555,22,106,3.1003000000000016
Nc1ccc2c(c1)C(=O)N(C2=O)Cc1ccccn1,Nc1ccc2c(c1)C(=O)N(Cc1ccccn1)C2=O,472.0,253.261,1.4600000000000002,76.29,1,4,2,3,2,0.07142857142857142,19,94,1.4600000000000002
Oc1ccc2c(c1)OC[C@@H]1[C@H]2Oc2c1cc1c(c2)OCO1,Oc1ccc2c(c1)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4,222.0,284.26700000000005,2.7306,57.150000000000006,1,5,0,5,2,0.25,21,106,2.7306
COc1cc(ccc1OC)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(c(c1)OC)OC,COc1ccc(-c2ccc(C3=C4C(=O)NC(c5ccc(-c6ccc(OC)c(OC)c6)cc5)=C4C(=O)N3)cc2)cc1OC,543.0,560.6060000000002,5.437000000000005,95.12000000000002,2,6,8,6,4,0.11764705882352941,42,210,5.437000000000005
COc1c(C)ccc2c1nccc2,COc1c(C)ccc2cccnc12,410.0,173.21499999999997,2.55182,22.12,0,2,1,2,2,0.18181818181818182,13,66,2.55182
C(CN1C(=O)C(=Cc2sc3c(c2)sc(c3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)C(=C(C1=O)C#N)C)CC,CCCCN1C(=O)C(=Cc2cc3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3s2)C(C)=C(C#N)C1=O,571.0,599.781,9.491979999999998,64.41,0,6,8,6,5,0.1388888888888889,43,212,9.491979999999998
CCCc1ccc(cc1)C#Cc1c(C#Cc2ccc(cc2)CCC)c(F)c(c(c1F)C#Cc1ccc(cc1)CCC)C#Cc1ccc(cc1)CCC,CCCc1ccc(C#Cc2c(F)c(C#Cc3ccc(CCC)cc3)c(C#Cc3ccc(CCC)cc3)c(F)c2C#Cc2ccc(CCC)cc2)cc1,421.0,682.898,11.373999999999986,0.0,0,0,8,5,5,0.24,52,258,11.373999999999986
COC(=O)c1n2nc(ccc2c(c1C(=O)OC)C(=O)OC)c1ccc2c(c1)cccc2,COC(=O)c1c(C(=O)OC)c2ccc(-c3ccc4ccccc4c3)nn2c1C(=O)OC,450.0,418.40500000000014,3.514300000000002,96.2,0,7,4,4,4,0.13043478260869565,31,156,3.514300000000002
n1cc(nc(c1)n1c2ccccc2c2c1cccc2)c1cncc(n1)n1c2ccccc2c2c1cccc2,c1ccc2c(c1)c1ccccc1n2-c1cncc(-c2cncc(-n3c4ccccc4c4ccccc43)n2)n1,284.0,488.55400000000014,7.127800000000005,61.42,0,4,3,8,8,0.0,38,178,7.127800000000005
Cc1sc2c(c1C1=C(C(=O)CC1)c1ccc(cc1)N1CCOCC1)cccc2,Cc1sc2ccccc2c1C1=C(c2ccc(N3CCOCC3)cc2)C(=O)CC1,261.0,389.5200000000002,5.320020000000005,29.54,0,4,3,5,3,0.2916666666666667,28,142,5.320020000000005
FC(c1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3)(F)F,FC(F)(F)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,327.0,427.4690000000003,7.298600000000007,12.89,0,1,1,6,4,0.17857142857142858,32,158,7.298600000000007
O=C(c1c(Cc2ccccc2)oc2c(c1=O)cccc2)c1ccccc1,O=C(c1ccccc1)c1c(Cc2ccccc2)oc2ccccc2c1=O,460.0,340.37800000000004,4.614800000000003,47.28,0,3,4,4,4,0.043478260869565216,26,126,4.614800000000003
COc1ccc2c(c1)ccc(c2)c1sc(c2c1OCCO2)C=C(c1ccc(c(c1)OC)OC)C#N,COc1ccc2cc(-c3sc(C=C(C#N)c4ccc(OC)c(OC)c4)c4c3OCCO4)ccc2c1,365.0,485.5610000000003,6.429480000000005,69.94000000000001,0,7,6,5,4,0.17857142857142858,35,176,6.429480000000005
Cc1cc(O)c(c(c1C(=O)c1ccccc1)O)C,Cc1cc(O)c(C)c(O)c1C(=O)c1ccccc1,203.0,242.274,2.945640000000002,57.53,2,3,2,2,2,0.13333333333333333,18,92,2.945640000000002
CCCOC(=O)c1ccnc(c1)C(=O)OCCC,CCCOC(=O)c1ccnc(C(=O)OCCC)c1,433.0,251.28199999999993,2.2152000000000003,65.49,0,5,6,1,1,0.46153846153846156,18,98,2.2152000000000003
Clc1nc(nc(n1)Nc1ccccc1)Nc1ccc2c(c1)cc1c(c2)cccc1,Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1,398.0,397.86900000000014,6.3186000000000035,62.730000000000004,2,5,4,5,5,0.0,29,140,6.3186000000000035
Fc1c(F)c(F)c2c(c1F)cc1c(n2)n(nc1c1ccccc1)C,Cn1nc(-c2ccccc2)c2cc3c(F)c(F)c(F)c(F)c3nc21,401.0,331.272,4.344900000000002,30.71,0,2,1,4,4,0.058823529411764705,24,120,4.344900000000002
O=C1C(=CC=C2OC(=CC(=C2)c2ccccc2)c2ccccc2)C(=O)c2c1cccc2,O=C1C(=CC=C2C=C(c3ccccc3)C=C(c3ccccc3)O2)C(=O)c2ccccc21,574.0,402.4490000000001,6.030800000000005,43.370000000000005,0,3,3,5,3,0.0,31,148,6.030800000000005
Cn1c2ccc(cc2c2c1cccc2)c1cc(nc(c1)c1ccccc1)c1ccccc1,Cn1c2ccccc2c2cc(-c3cc(-c4ccccc4)nc(-c4ccccc4)c3)ccc21,501.0,410.5200000000001,7.727500000000005,17.82,0,1,3,6,6,0.03333333333333333,32,152,7.727500000000005
O=c1[nH]c(=O)c2c3c1ccc(c3ccc2)N=NC=C1N(C)c2c(C1(C)C)cccc2,CN1C(=CN=Nc2ccc3c4c(cccc24)C(=O)NC3=O)C(C)(C)c2ccccc21,531.0,396.45000000000016,5.076100000000003,74.13,1,5,2,5,3,0.16666666666666666,30,148,5.076100000000003
CCOC(=O)[C@@H](NC(=CC(=C1c2ccccc2N(C1=O)C)c1ccccc1)c1ccccc1)C,CCOC(=O)[C@H](C)NC(=CC(=C1C(=O)N(C)c2ccccc21)c1ccccc1)c1ccccc1,442.0,452.5540000000001,5.156100000000005,58.64,1,4,7,4,3,0.1724137931034483,34,172,5.156100000000005
n1ccc(nc1)c1ccc(s1)c1ccc(cc1)c1ccc(cc1)n1c2ccccc2c2c1cccc2,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-c3ccc(-c4ccncn4)s3)cc2)cc1,368.0,479.6080000000001,8.636200000000002,30.71,0,3,4,7,7,0.0,36,170,8.636200000000002
COC(=O)C1CC(=c2n1nccc2)C#N,COC(=O)C1CC(C#N)=C2C=CC=NN21,508.0,203.20100000000002,0.5669799999999999,65.69,0,5,1,2,0,0.3,15,76,0.5669799999999999
Cn1c2ccc(cc2c2c1ccc(c2)c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2,Cn1c2ccc(-c3ccc4ccccc4c3)cc2c2cc(-c3ccc4ccccc4c3)ccc21,420.0,433.55400000000014,8.971899999999998,4.93,0,0,2,7,7,0.030303030303030304,34,160,8.971899999999998
CC[C@H](NC(=O)c1cc2ccccc2cc1c1cc2ccccc2cc1C(=O)OC)C,CC[C@@H](C)NC(=O)c1cc2ccccc2cc1-c1cc2ccccc2cc1C(=O)OC,226.8,411.5010000000002,5.974900000000005,55.400000000000006,1,3,5,4,4,0.18518518518518517,31,156,5.974900000000005
O=C1N(C)C(=O)C(=C1c1ccc(s1)c1cccs1)c1c[nH]c2c1cccc2,CN1C(=O)C(c2ccc(-c3cccs3)s2)=C(c2c[nH]c3ccccc23)C1=O,491.0,390.48900000000015,4.867300000000004,53.17,1,4,3,5,4,0.047619047619047616,27,132,4.867300000000004
Cc1ccnc(c1)c1nccc(c1)C,Cc1ccnc(-c2cc(C)ccn2)c1,242.0,184.24200000000002,2.760440000000001,25.78,0,2,1,2,2,0.16666666666666666,14,70,2.760440000000001
Brc1ccc(cc1)c1cc(nc(c1)c1ccccc1)c1ccccc1,Brc1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,315.0,386.2920000000001,6.845100000000006,12.89,0,1,3,4,4,0.0,25,120,6.845100000000006
CC(c1cc(O)c(cc1O)C(C)(C)C)(C)C,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,429.0,222.32799999999997,3.692800000000003,40.46,2,2,0,1,1,0.5714285714285714,16,90,3.692800000000003
OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)c2c(c(c1O)O)C(=O)c1c(C2=O)c(C)c(c(c1)O)C(=O)O,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,495.0,492.3890000000002,-1.1940800000000005,242.50999999999996,9,12,3,4,2,0.3181818181818182,35,186,-1.1940800000000005
CCOc1ccc(cc1)N=Nc1ccc(c(c1)C)OCOC(=O)C(=C)C,C=C(C)C(=O)OCOc1ccc(N=Nc2ccc(OCC)cc2)cc1C,362.0,354.4060000000001,5.264720000000005,69.48,0,6,8,2,2,0.25,26,136,5.264720000000005
O=C1NN=C(C1Cn1c(=O)c(=O)[nH]c2c1cccc2)C,CC1=NNC(=O)C1Cn1c(=O)c(=O)[nH]c2ccccc21,249.0,272.264,-0.1882999999999999,96.32,2,4,2,3,2,0.23076923076923078,20,102,-0.1882999999999999
CC(=O)CC(=O)c1ccc(o1)c1nc2c(o1)cccc2,CC(=O)CC(=O)c1ccc(-c2nc3ccccc3o2)o1,403.0,269.256,3.249600000000002,73.31,0,5,4,3,3,0.13333333333333333,20,100,3.249600000000002
Clc1ccc(c(c1)Cl)[N+](=O)[O-],O=[N+]([O-])c1ccc(Cl)cc1Cl,330.0,192.00099999999998,2.9016,43.14,0,2,1,1,1,0.0,11,58,2.9016
O[C@H]1CN(Cc2cccs2)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)N(Cc1cccs1)C[C@@H]2O,524.0,380.4940000000001,0.6949000000000005,117.77000000000001,2,7,3,3,2,0.2727272727272727,22,120,0.6949000000000005
Cc1ccc(cc1)C=Cc1ccc(cc1)c1nc(c(n1c1ccccc1)c1ccccc1)c1ccccc1,Cc1ccc(C=Cc2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3ccccc3)cc2)cc1,336.0,488.6340000000001,9.35212,17.82,0,1,6,6,6,0.027777777777777776,38,182,9.35212
Brc1cncnc1c1ccc(s1)c1ccccc1,Brc1cncnc1-c1ccc(-c2ccccc2)s1,358.0,317.211,4.634600000000002,25.78,0,3,2,3,3,0.0,18,88,4.634600000000002
COc1ccc(cc1)C=Cc1sccc1c1ccsc1C=Cc1ccc(cc1)OC,COc1ccc(C=Cc2sccc2-c2ccsc2C=Cc2ccc(OC)cc2)cc1,289.0,430.59400000000016,7.834600000000006,18.46,0,4,7,4,4,0.07692307692307693,30,150,7.834600000000006
CN(c1ccc2c3c1ccc1c3c(cc2)c(cc1)N(C)C)C,CN(C)c1ccc2ccc3c(N(C)C)ccc4ccc1c2c43,450.0,288.394,4.716000000000005,6.48,0,2,2,4,4,0.2,22,110,4.716000000000005
FC(c1ccc(cc1)C#Cc1ccc2c(c1)sc1c2sc2c1ccc(c2)C#Cc1ccc(cc1)C(F)(F)F)(F)F,FC(F)(F)c1ccc(C#Cc2ccc3c(c2)sc2c4ccc(C#Cc5ccc(C(F)(F)F)cc5)cc4sc32)cc1,351.0,576.5860000000001,10.106399999999992,0.0,0,2,0,6,6,0.0625,40,196,10.106399999999992
O=C1OC(=O)c2c3c1ccc1c3c(cc2)c2c3c1cccc3c(cc2)Br,O=C1OC(=O)c2ccc3c4ccc(Br)c5cccc(c6ccc1c2c63)c54,503.0,401.21500000000015,5.8103000000000025,43.370000000000005,0,3,0,6,5,0.0,26,122,5.8103000000000025
Nc1ncc2c(n1)nc[nH]2,Nc1ncc2[nH]cnc2n1,310.0,135.13,-0.06490000000000012,80.48,2,4,0,2,2,0.0,10,50,-0.06490000000000012
CCOC(=O)C=C(Nc1ccc2c(c1)ccc(=O)o2)C,CCOC(=O)C=C(C)Nc1ccc2oc(=O)ccc2c1,298.0,273.288,2.671800000000001,68.53999999999999,1,5,4,2,2,0.2,20,104,2.671800000000001
C(COc1cc(c(cc1c1cccc(c1)C#N)OC)c1cccc(c1)C#N)CC,CCCCOc1cc(-c2cccc(C#N)c2)c(OC)cc1-c1cccc(C#N)c1,415.0,382.4630000000001,5.951460000000005,66.03999999999999,0,4,7,3,3,0.2,29,144,5.951460000000005
CCn1c2ccc(cc2c2c1c1c(c3c2c2cc(Br)ccc2n3CC)c2c(n1CC)ccc(c2)Br)Br,CCn1c2ccc(Br)cc2c2c3c4cc(Br)ccc4n(CC)c3c3c(c4cc(Br)ccc4n3CC)c21,315.0,666.255,10.357499999999987,14.79,0,0,3,7,7,0.2,36,180,10.357499999999987
Clc1ccc(cc1)Cn1c(nc(c1c1ccco1)c1ccco1)c1ccco1,Clc1ccc(Cn2c(-c3ccco3)nc(-c3ccco3)c2-c2ccco2)cc1,307.0,390.82600000000014,6.364800000000004,57.24,0,4,5,5,5,0.045454545454545456,28,138,6.364800000000004
C1CC=C(C1)c1ccc(s1)c1cccs1,C1=C(c2ccc(-c3cccs3)s2)CCC1,348.0,232.37299999999993,5.043900000000002,0.0,0,2,2,3,2,0.23076923076923078,15,76,5.043900000000002
Clc1ccc(cc1)N=NC(=NNc1ccccc1)c1ccccc1,Clc1ccc(N=NC(=NNc2ccccc2)c2ccccc2)cc1,489.0,334.81000000000006,5.897600000000004,49.11,1,3,4,3,3,0.0,24,118,5.897600000000004
OC(=O)c1cc(ccc1O)S(=O)(=O)O,O=C(O)c1cc(S(=O)(=O)O)ccc1O,505.0,218.186,0.3371,111.9,3,4,2,1,1,0.0,14,76,0.3371
O=C1C=CC(=CC=C2C=C(OC(=C2)c2ccccc2)c2ccccc2)c2c1nccc2,O=C1C=CC(=CC=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)c2cccnc21,545.0,401.4650000000001,6.256300000000005,39.19,0,3,3,5,3,0.0,31,148,6.256300000000005
CCc1nccnc1C(=O)C=Cc1ccc(cc1)Br,CCc1nccnc1C(=O)C=Cc1ccc(Br)cc1,305.0,317.18600000000004,3.697600000000002,42.85,0,3,4,2,2,0.13333333333333333,19,96,3.697600000000002
Brc1ccc2c(c1)c1ccccc1[nH]2,Brc1ccc2[nH]c3ccccc3c2c1,360.0,246.107,4.0836000000000015,15.79,1,0,0,3,3,0.0,14,68,4.0836000000000015
OC[C@H]([C@@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C,CC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,407.0,254.242,0.12520000000000003,112.70000000000002,3,5,5,1,1,0.36363636363636365,18,98,0.12520000000000003
CCCOC(=O)c1ccc(cn1)C(=O)OCCC,CCCOC(=O)c1ccc(C(=O)OCCC)nc1,510.0,251.28199999999993,2.2152000000000003,65.49000000000001,0,5,6,1,1,0.46153846153846156,18,98,2.2152000000000003
COc1c2ccccc2c(c2c1c1ccccc1n2C)OC,COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,321.0,291.35,4.501900000000004,23.39,0,2,2,4,4,0.15789473684210525,22,110,4.501900000000004
C(COc1ccc(cc1)n1c2ccccc2c2c1cc(cc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)CC,CCCCOc1ccc(-n2c3ccccc3c3ccc(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)c5nsnc45)cc32)cc1,461.0,626.7630000000001,9.354379999999999,101.03,1,7,9,7,7,0.1111111111111111,45,220,9.354379999999999
COc1ccc(cc1)Nc1nc2c(n1Cc1ccccc1)cc1c(c2)c(C)c(c(=O)o1)C(=O)N,COc1ccc(Nc2nc3cc4c(C)c(C(N)=O)c(=O)oc4cc3n2Cc2ccccc2)cc1,351.0,454.48600000000016,4.350520000000002,112.38,2,6,6,5,5,0.11538461538461539,34,170,4.350520000000002
Clc1nc(Cl)nc(n1)Nc1ccc2c3c1cccc3c1c3c2cccc3ccc1,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,446.0,415.2830000000002,6.972600000000002,50.7,1,4,2,6,6,0.0,29,138,6.972600000000002
Cc1ccc(o1)CN[C@@H]1C[C@H]1NCc1ccc(o1)C,Cc1ccc(CN[C@@H]2C[C@H]2NCc2ccc(C)o2)o1,317.0,260.33700000000005,2.5097400000000007,50.34,2,4,6,3,2,0.4666666666666667,19,102,2.5097400000000007
O=c1cc(c2cc(nc(c2)c2cc3c(oc2=O)ccc2c3cccc2)c2cc3c(oc2=O)ccc2c3cccc2)c2c(o1)c1ccccc1cc2,O=c1cc(-c2cc(-c3cc4c(ccc5ccccc54)oc3=O)nc(-c3cc4c(ccc5ccccc54)oc3=O)c2)c2ccc3ccccc3c2o1,380.0,661.6690000000003,9.86139999999999,103.52,0,7,3,10,10,0.0,51,240,9.86139999999999
c1ccc(cc1)C=Cc1c(C=Cc2ccccc2)ccc(c1N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,C(=Cc1ccc(N(c2ccccc2)c2ccccc2)c(N(c2ccccc2)c2ccccc2)c1C=Cc1ccccc1)c1ccccc1,411.0,616.8080000000002,12.966999999999977,6.48,0,2,10,7,7,0.0,48,230,12.966999999999977
N#Cc1ccc(cc1)C=CC=Cc1nc(c([nH]1)c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,CN(C)c1ccc(-c2nc(C=CC=Cc3ccc(C#N)cc3)[nH]c2-c2ccc(N(C)C)cc2)cc1,442.0,459.59700000000015,6.473980000000007,58.95,1,4,7,4,4,0.13333333333333333,35,174,6.473980000000007
[O-][N+](=O)c1ccccc1C=NNC(=Cc1ccc2c(n1)cccc2)C(C)(C)C,CC(C)(C)C(=Cc1ccc2ccccc2n1)NN=Cc1ccccc1[N+](=O)[O-],450.0,374.44400000000013,5.153700000000005,80.42,1,5,5,3,3,0.18181818181818182,28,142,5.153700000000005
Clc1ccc2c(c1)c1ccccc1n2C(=O)C,CC(=O)n1c2ccccc2c2cc(Cl)ccc21,379.0,243.69299999999998,4.108000000000002,22.0,0,1,0,3,3,0.07142857142857142,17,84,4.108000000000002
Oc1ccc(cc1)C1(OS(=O)(=O)c2c1cccc2)c1ccc(cc1)O,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,559.0,354.3830000000001,3.108600000000001,83.83000000000001,2,5,2,4,3,0.05263157894736842,25,126,3.108600000000001
N#CC(=Cc1ccc(o1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)C(=O)O,N#CC(=Cc1ccc(-c2ccc(N(c3ccc4c(c3)OCCO4)c3ccc4c(c3)OCCO4)cc2)o1)C(=O)O,502.0,522.5130000000005,5.9503800000000036,114.39000000000003,1,8,6,6,4,0.13333333333333333,39,194,5.9503800000000036
C#Cc1cccc2c1cccc2N(C)C,C#Cc1cccc2c(N(C)C)cccc12,463.0,195.265,2.887100000000001,3.24,0,1,1,2,2,0.14285714285714285,15,74,2.887100000000001
N#CC(=Cc1cccc2c1cccc2)c1ccc(cc1)N(c1cccc(c1)C)c1ccccc1,Cc1cccc(N(c2ccccc2)c2ccc(C(C#N)=Cc3cccc4ccccc34)cc2)c1,403.0,436.55800000000016,8.682200000000002,27.03,0,2,5,5,5,0.03125,34,162,8.682200000000002
S=C=Nc1cc2c(c1)ccccc2,S=C=Nc1cc2cccccc-2c1,557.0,185.251,3.5257000000000014,12.36,0,2,1,2,0,0.0,13,62,3.5257000000000014
Cc1ccsc1c1sc(c2c1cccc2)c1ccc2c(c1)sc1c2cccc1,Cc1ccsc1-c1sc(-c2ccc3c(c2)sc2ccccc23)c2ccccc12,458.0,412.60400000000016,8.973119999999998,0.0,0,3,2,6,6,0.04,28,134,8.973119999999998
O=C(c1cc(C#C[Si](C)(C)C)c2c3c1ccc1c3c(cc2)c(cc1C#C[Si](C)(C)C)C#C[Si](C)(C)C)c1ccccc1,C[Si](C)(C)C#Cc1cc(C#C[Si](C)(C)C)c2ccc3c(C(=O)c4ccccc4)cc(C#C[Si](C)(C)C)c4ccc1c2c43,232.0,594.9790000000002,9.501699999999998,17.07,0,1,2,5,5,0.23684210526315788,42,208,9.501699999999998
Ic1cccc(c1)c1nc([nH]c1c1ccncc1)c1ccc(cc1)[S@](=O)C,C[S@@](=O)c1ccc(-c2nc(-c3cccc(I)c3)c(-c3ccncc3)[nH]2)cc1,419.0,485.3500000000001,5.147700000000004,58.64,1,3,4,4,4,0.047619047619047616,27,134,5.147700000000004
CO[Si](CCCSC(=O)c1cccc(n1)C(=O)SCCC[Si](OC)(OC)OC)(OC)OC,CO[Si](CCCSC(=O)c1cccc(C(=O)SCCC[Si](OC)(OC)OC)n1)(OC)OC,296.0,523.7780000000004,3.3648000000000016,102.41000000000003,0,11,16,1,1,0.631578947368421,32,182,3.3648000000000016
C[Si]1(C)c2cc(ccc2c2c1cc(cc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,C[Si]1(C)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,371.0,696.9700000000003,12.763199999999976,6.48,0,2,8,9,8,0.04,53,254,12.763199999999976
CN(c1ccc(cc1)C=C(C1=C(C#N)C(=C(C#N)C#N)N(C1=O)CC=C)c1cccs1)C,C=CCN1C(=O)C(C(=Cc2ccc(N(C)C)cc2)c2cccs2)=C(C#N)C1=C(C#N)C#N,735.0,437.52800000000013,4.5043400000000045,94.91999999999999,0,6,6,3,2,0.12,32,156,4.5043400000000045
Clc1cc(Cl)c2c(c1O)nccc2,Oc1c(Cl)cc(Cl)c2cccnc12,269.0,214.051,3.2472000000000003,33.120000000000005,1,2,0,2,2,0.0,13,66,3.2472000000000003
Fc1c2oc3ccccc3oc2c2c(c1F)c(=O)c1c(c2=O)cccc1,O=c1c2ccccc2c(=O)c2c1c(F)c(F)c1oc3ccccc3oc12,353.0,350.276,4.484000000000002,60.42,0,4,0,5,5,0.0,26,126,4.484000000000002
Clc1ccc(cc1)c1[nH]c(=O)c2n(c1)nc(c2)c1ccc(cc1)Cl,O=c1[nH]c(-c2ccc(Cl)cc2)cn2nc(-c3ccc(Cl)cc3)cc12,330.0,356.21200000000005,4.663400000000002,50.16,1,2,2,4,4,0.0,24,118,4.663400000000002
O=C1c2ccccc2C(=O)c2c1c1NCCNc1c(c2F)F,O=C1c2ccccc2C(=O)c2c3c(c(F)c(F)c21)NCCN3,516.0,300.26399999999995,2.5775999999999994,58.2,2,4,0,4,2,0.125,22,110,2.5775999999999994
OCCCN1C2(c3ccc(cc3Oc3c2ccc(c3)N2CCOCC2)N2CCOCC2)c2c(S1(=O)=O)cccc2,O=S1(=O)c2ccccc2C2(c3ccc(N4CCOCC4)cc3Oc3cc(N4CCOCC4)ccc32)N1CCCO,552.0,563.6760000000003,3.144100000000002,91.78,1,8,5,7,3,0.4,40,210,3.144100000000002
N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc2c(c1)cc(n2c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccccc1)C(=O)O,CC1(C)c2ccccc2-c2ccc(-n3c(-c4ccccc4)cc4cc(-c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)s5)ccc43)cc21,429.0,644.8210000000003,11.052379999999989,66.02,1,4,6,8,7,0.07317073170731707,47,226,11.052379999999989
OCc1ccc2c3c1cccc3c1c3c2cccc3ccc1,OCc1ccc2c3cccc4cccc(c5cccc1c52)c43,446.0,282.34200000000004,5.2295000000000025,20.23,1,1,1,5,5,0.047619047619047616,22,104,5.2295000000000025
OCC1OC(Oc2cc(O)c3c(c2)occ(c3=O)c2ccc(cc2)O)C(C(C1O)O)O,O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,325.0,432.3810000000001,0.04989999999999978,170.04999999999998,6,10,4,4,3,0.2857142857142857,31,164,0.04989999999999978
C[Si]1(C)c2ccccc2[Si](c2c1cccc2)(C)C,C[Si]1(C)c2ccccc2[Si](C)(C)c2ccccc21,266.0,268.508,1.6451999999999998,0.0,0,0,0,3,2,0.25,18,92,1.6451999999999998
c1cnc2c(c1)c1nc3ccccc3nc1c1c2nccc1,c1ccc2nc3c4cccnc4c4ncccc4c3nc2c1,411.0,282.306,3.8794000000000013,51.56,0,4,0,5,5,0.0,22,102,3.8794000000000013
COc1c2ccccc2c(c2c1c1ccc(cc1n2C)C)OC,COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,324.0,305.377,4.810320000000004,23.39,0,2,2,4,4,0.2,23,116,4.810320000000004
ClCc1cc(=O)oc2c1cc1nc(oc1c2)c1ccc(c(c1)N)Cl,Nc1cc(-c2nc3cc4c(CCl)cc(=O)oc4cc3o2)ccc1Cl,341.0,361.1840000000001,4.575600000000001,82.26,1,5,2,4,4,0.058823529411764705,24,120,4.575600000000001
OC(=O)C(Cc1ccc(cc1)O)N,NC(Cc1ccc(O)cc1)C(=O)O,247.0,181.19099999999997,0.3466,83.55,3,3,3,1,1,0.2222222222222222,13,70,0.3466
c1ccc(cc1)C#Cc1ccc(s1)C1(CC=CS1)C#Cc1ccccc1,C(#Cc1ccc(C2(C#Cc3ccccc3)CC=CS2)s1)c1ccccc1,253.0,368.52600000000007,6.045500000000004,0.0,0,2,1,4,3,0.08333333333333333,26,124,6.045500000000004
O=C1c2cc(NCc3ccccc3)ccc2C(=O)c2c1cccc2,O=C1c2ccccc2C(=O)c2cc(NCc3ccccc3)ccc21,311.0,313.356,4.074100000000002,46.17,1,3,3,4,3,0.047619047619047616,24,116,4.074100000000002
CCN(c1ccc(cc1)C=C(c1ccc(s1)C=C1SC(=S)N(C1=O)CC(=O)O)C#N)CC,CCN(CC)c1ccc(C=C(C#N)c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)s2)cc1,531.0,483.64000000000016,4.9442800000000044,84.64000000000001,1,7,8,3,2,0.21739130434782608,32,164,4.9442800000000044
Brc1cccc(c1)N=Nc1ccc(c(c1)C=Nc1ccccc1S)O,Oc1ccc(N=Nc2cccc(Br)c2)cc1C=Nc1ccccc1S,494.0,412.3120000000001,6.609400000000005,57.31,2,5,4,3,3,0.0,25,124,6.609400000000005
