canonical_smi,solvent_grouped,et30,lambda_max_exp_nm
C(C#Cc1ccc(-[c-]2cccc2)cc1)#Cc1ccc(-[c-]2cccc2)cc1.[Fe+2].[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,258.0
C[Si](C)(C)C#Cc1cccc2c1C(=O)c1cc(C#Cc3ccc(-[c-]4cccc4)cc3)ccc1-2.[Fe+2].c1cc[cH-]c1,DCM,40.7,286.0
C#Cc1ccc2c(c1)C(=O)c1cc(C#Cc3ccc(-[c-]4cccc4)cc3)ccc1-2.[Fe+2].c1cc[cH-]c1,DCM,40.7,240.0
CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc21,THF,37.4,371.0
C1=C[CH]([Fe][CH]2C=Cc3ccccc32)c2ccccc21,DCM,40.7,422.0
CC1=Cc2ccccc2[CH]1[Fe][CH]1C(C)=Cc2ccccc21,DCM,40.7,418.0
CC1=[C]([Fe][C]2=C(C)c3ccccc3C2C)C(C)c2ccccc21,DCM,40.7,422.0
Cc1ccc(C)c2c1C=C[CH]2[Fe][CH]1C=Cc2c(C)ccc(C)c21,DCM,40.7,416.0
CC1=[C]([Fe][C]2=C(C)c3c(C)ccc(C)c3C2C)C(C)c2c(C)ccc(C)c21,DCM,40.7,422.0
c1cc[pH]c1,THF,37.4,412.0
[Fe+2].c1cc[c-](-c2ccc(N3CNN=N3)cc2)c1.c1cc[cH-]c1,Acetonitrile,45.6,211.0
[Fe+2].c1cc[c-](-c2ccc(-n3cnnc3)cc2)c1.c1cc[cH-]c1,Acetonitrile,45.6,212.0
[Fe+2].c1cc[c-](-n2cnnc2)c1.c1cc[cH-]c1,Acetonitrile,45.6,207.0
[Fe+2].c1cc[c-](N2CNN=N2)c1.c1cc[cH-]c1,Acetonitrile,45.6,204.0
C[Si](C)(C=Cc1ccc(-c2cccc3[nH]c4ccccc4c23)cc1)c1ccccc1-c1c2ccccc2c(-c2ccccc2[Si](C)(C)C=Cc2ccc(-c3cccc4[nH]c5ccccc5c34)cc2)c2ccccc12,DCM,40.7,328.0
CC(C)(C)c1ccc2c(-c3ccccc3[Si](C)(C)C=Cc3ccc(-c4cccc5[nH]c6ccccc6c45)cc3)c3ccccc3c(-c3ccccc3[Si](C)(C)C=Cc3ccc(-c4cccc5[nH]c6ccccc6c45)cc3)c2c1,DCM,40.7,294.0
C[Si](C)(c1ccc(-c2cccc3[nH]c4ccccc4c23)cc1)c1ccccc1-c1c2ccccc2c(-c2ccccc2[Si](C)(C)c2ccc(-c3cccc4[nH]c5ccccc5c34)cc2)c2ccccc12,DCM,40.7,293.0
CC(C)(C)c1ccc2c(-c3ccccc3[Si](C)(C)c3ccc(-c4cccc5[nH]c6ccccc6c45)cc3)c3ccccc3c(-c3ccccc3[Si](C)(C)c3ccc(-c4cccc5[nH]c6ccccc6c45)cc3)c2c1,DCM,40.7,295.0
C[Si](C)(c1ccc(-c2c3ccccc3c(-c3ccc([Si](C)(C)c4ccc5ccc6cccc7ccc4c5c67)cc3)c3ccccc23)cc1)c1ccc2ccc3cccc4ccc1c2c34,DCM,40.7,297.0
CC(C)(C)c1ccc2c(-c3ccc([Si](C)(C)c4ccc5ccc6cccc7ccc4c5c67)cc3)c3ccccc3c(-c3ccc([Si](C)(C)c4ccc5ccc6cccc7ccc4c5c67)cc3)c2c1,DCM,40.7,299.0
COc1ccc(C(C#N)=C[c-]2cccc2)cc1.[Fe+2].c1cc[cH-]c1,Acetonitrile,45.6,498.0
N#CC(=C[c-]1cccc1)c1ccc(Cl)cc1.[Fe+2].c1cc[cH-]c1,Acetonitrile,45.6,502.0
N#CC(=C[c-]1cccc1)c1ccc(C(F)(F)F)cc1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,512.0
N#CC(=C[c-]1cccc1)c1ccc([N+](=O)[O-])cc1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,542.0
C(=Cc1ccc(-[c-]2cccc2)s1)c1ccc[cH-]1.[Ru+2].[Ru+2].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,380.0
C(=Cc1cc2sc(-[c-]3cccc3)cc2s1)c1ccc[cH-]1.[Ru+2].[Ru+2].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,389.0
C1=CNNC1,DMSO,45.1,352.0
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc(s4)c(-c4ccc(C#C[c-]5cccc5)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2s5)C=C4)C=C3)cc1.[Fe+2].c1cc[cH-]c1,Toluene,33.9,437.0
Cc1ccc(-c2c3nc(c(C#C[c-]4cccc4)c4ccc(s4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[Fe+2].c1cc[cH-]c1,Toluene,33.9,440.0
Cc1ccc(-c2c3nc(cc4cc(C#C[c-]5cccc5)c(s4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2s5)C=C4)C=C3)cc1.[Fe+2].c1cc[cH-]c1,Toluene,33.9,446.0
[Fe+2].c1c[nH]c(P(c2ccc[nH]2)[c-]2cccc2)c1.c1c[nH]c(P(c2ccc[nH]2)[c-]2cccc2)c1,DCM,40.7,231.59
C(#C[c-]1cccc1)c1cccc(-c2c3nc(c(-c4cccc(C#C[c-]5cccc5)c4)c4ccc([nH]4)c(-c4cccc(C#C[c-]5cccc5)c4)c4nc(c(-c5cccc(C#C[c-]6cccc6)c5)c5ccc2[nH]5)C=C4)C=C3)c1.[Fe+2].[Fe+2].[Fe+2].[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1.c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,422.0
O=C1c2cc(C#C[c-]3cccc3)ccc2-c2ccc(C#C[c-]3cccc3)cc21.[Fe+2].[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,288.0
C(#C[c-]1cccc1)c1ccc2c(c1)Cc1cc(C#C[c-]3cccc3)ccc1-2.[Fe+2].[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,342.0
C(#C[c-]1cccc1)c1ccc2c(c1)C(=C[c-]1cccc1)c1cc(C#C[c-]3cccc3)ccc1-2.[Fe+2].[Fe+2].[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,275.0
O=C1NC(=S)NC(=O)C1=C[c-]1cccc1.[Fe+2].c1cc[cH-]c1,Acetone,42.2,601.0
C(=C[c-]1cccc1)c1nc2ccccc2s1.[Fe+2].c1cc[cH-]c1,Acetone,42.2,480.0
Cc1c(C)c(C)[c-](C)c1C.Cc1c(C)c(C)[c-](C=C2C(=O)c3ccccc3C2=O)c1C.[Fe+2],Acetone,42.2,639.0
O=C1C(=C=CC[c-]2cccc2)C(=O)c2ccccc21.[Fe+2].c1cc[cH-]c1,Acetone,42.2,581.0
O=C1NC(=S)NC(=O)C1=CC=C[c-]1cccc1.[Fe+2].c1cc[cH-]c1,Acetone,42.2,602.0
N#CC(C#N)=Cc1ccc(-[c-]2cccc2)s1.[Fe+2].c1cc[cH-]c1,Acetone,42.2,555.0
O=C1C(=Cc2ccc(-[c-]3cccc3)s2)C(=O)c2ccccc21.[Fe+2].c1cc[cH-]c1,Acetone,42.2,563.0
N#CC(C#N)=Cc1ccc(-c2ccc(-[c-]3cccc3)s2)s1.[Fe+2].c1cc[cH-]c1,Acetone,42.2,555.0
COC(=O)c1c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c1C(=O)OC,Acetonitrile,45.6,526.0
CC[n+]1c(C=C[c-]2cccc2)cccc1C=C[c-]1cccc1.[Fe+2].[Fe+2].[I-].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,233.0
CC[n+]1c(C=C[c-]2cccc2)cc(C=C[c-]2cccc2)cc1C=C[c-]1cccc1.[Fe+2].[Fe+2].[Fe+2].[I-].c1cc[cH-]c1.c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,244.0
C[n+]1c(C=CC=C[c-]2cccc2)cccc1C=CC=C[c-]1cccc1.[Fe+2].[Fe+2].[I-].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,240.0
C[n+]1c(C=CC=C(Cl)[c-]2cccc2)cccc1C=CC=C(Cl)[c-]1cccc1.[Fe+2].[Fe+2].[I-].c1cc[cH-]c1.c1cc[cH-]c1,DCM,40.7,245.0
Cc1cc([N+](C)(C)C)ccc1OC(=O)N(C)C.[I-],Other,,407.0
Cc1cc(N(C)C)ccc1OC(=O)N(C)C.[Cl-].[H+],Other,,397.0
CCCCCO,Toluene,33.9,384.0
COc1ccc(C2CC(c3ccccc3)=NN2c2cccc(S(=O)(=O)c3cccc(N4N=C(c5ccccc5)CC4c4ccc(OC)cc4)c3)c2)cc1,DCM,40.7,346.0
COc1ccc(C2=NN(c3cccc(S(=O)(=O)c4cccc(N5N=C(c6ccc(OC)cc6)CC5c5ccc(OC)cc5)c4)c3)C(c3ccc(OC)cc3)C2)cc1,DCM,40.7,345.0
COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2c2cccc(S(=O)(=O)c3cccc(N4N=C(c5ccc(Cl)cc5)CC4c4ccc(OC)cc4)c3)c2)cc1,DCM,40.7,361.0
Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(N)cc3[o+]c2c1.[Cl-],Water,63.1,515.0
COC(=O)c1ccccc1-c1c2ccc(N)cc2[o+]c2cc(N)ccc12.[Cl-],Water,63.1,515.0
c1ccc(-c2c3ccccc3c(-c3ccc(-c4ccc(-c5c6ccccc6c(-c6ccccc6)c6ccccc56)c5ccccc45)c4ccccc34)c3ccccc23)cc1,DCM,40.7,442.0
Cc1ccc(C#Cc2ccc(C(=O)c3cc(C#Cc4ccc(C)cc4)c4ccc5c(C#Cc6ccc(C)cc6)cc(C#Cc6ccc(C)cc6)c6ccc3c4c56)cc2)cc1,Hexane,31.0,458.0
POPOP,Cyclohexane,30.9,358.0
CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3.[Cl-].[H+],Methanol,55.4,290.0
