SMI,canonical_smi,lambda_max_exp_nm,extinction,solvent
C[Si]1(c2ccccc2)C(=C(C(=C1[Si](c1ccccc1)(c1ccccc1)C)c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)C,C[Si]1(c2ccccc2)C([Si](C)(c2ccccc2)c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1[Si](C)(c1ccccc1)c1ccccc1,313.0,,
C[Si](C1=C(c2ccccc2)C(=C([Si]1(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)C)c1ccccc1)(c1ccccc1)c1ccccc1,C[Si](C1=C(c2ccccc2)C(c2ccccc2)=C([Si](C)(c2ccccc2)c2ccccc2)[Si]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,320.0,,
CC1(C)c2cc(ccc2c2c1cc(cc2)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,CC1(C)c2cc(-c3c4ccccc4c(-c4ccc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)cc4)c4ccccc34)ccc2-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc21,453.0,,dichloromethane
CC1(C)c2cc(ccc2c2c1cc(cc2)[Si](c1ccccc1)(c1ccccc1)c1ccccc1)c1c2ccccc2c(c2c1cccc2)c1c2ccccc2c(c2c1cccc2)c1ccc2c(c1)C(C)(C)c1c2ccc(c1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,CC1(C)c2cc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccc6c(c5)C(C)(C)c5cc([Si](c7ccccc7)(c7ccccc7)c7ccccc7)ccc5-6)c5ccccc45)c4ccccc34)ccc2-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc21,463.0,,dichloromethane
CC1(C)c2cc(ccc2c2c1cc(cc2)c1c2ccccc2c(c2c1cccc2)c1c2ccccc2c(c2c1cccc2)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,CC1(C)c2cc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)c4ccccc34)ccc2-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc21,450.0,,dichloromethane
CC1(C)c2cc(ccc2c2c1cc(cc2)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,CC1(C)c2cc(-c3c4ccccc4c(-c4ccc(-c5c6ccccc6c(-c6ccccc6)c6ccccc56)cc4)c4ccccc34)ccc2-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc21,439.0,,dichloromethane
Oc1c(C=CC2=[N+](C)c3c(C2(C)C)cccc3)cc(c2c1nccc2)Cl.O.O.O.Cl.[Cl-],C[N+]1=C(C=Cc2cc(Cl)c3cccnc3c2O)C(C)(C)c2ccccc21.Cl.O.O.O.[Cl-],576.0,,
O=C(NC1CC(C)(C)NC(C1)(C)C)CCNC1CC(C)(C)NC(C1)(C)C,CC1(C)CC(NCCC(=O)NC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,524.0,,
CCOP(=O)(OCC)O,CCOP(=O)(O)OCC,392.0,,
CCCNc1cc2oc3cc(=[NH+]CCCO)ccc3nc2c2c1cccc2.[Cl-],CCCNc1cc2oc3cc(=[NH+]CCCO)ccc-3nc2c2ccccc12.[Cl-],615.0,,ethanol
CCCNc1cc2oc3cc(=[NH+]CCCC(=O)OCC)ccc3nc2c2c1cccc2.[Cl-],CCCNc1cc2oc3cc(=[NH+]CCCC(=O)OCC)ccc-3nc2c2ccccc12.[Cl-],623.0,,ethanol
CCOC(=O)CCCNc1cc2oc3cc(=[NH+]CCCC(=O)OCC)ccc3nc2c2c1cccc2.[Cl-],CCOC(=O)CCCNc1cc2oc3cc(=[NH+]CCCC(=O)OCC)ccc-3nc2c2ccccc12.[Cl-],625.0,,ethanol
N#CC(=C1OC(C(=C1C#N)C=CC=CC=C1N(C)c2c(C1(C)C)cccc2)(C)C)C#N,CN1C(=CC=CC=CC2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,698.0,,DMF
N#CC(=C1OC(C(=C1C#N)C=CC=CC=CC=C1N(C)c2c(C1(C)C)cccc2)(C)C)C#N,CN1C(=CC=CC=CC=CC2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,810.0,,DMF
N#CC(=C1OC(C(=C1C#N)C=CC1=C(Cl)C(=CC=C2N(C)c3c(C2(C)C)cccc3)CC(C1)C(C)(C)C)(C)C)C#N,CN1C(=CC=C2CC(C(C)(C)C)CC(C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C2Cl)C(C)(C)c2ccccc21,843.0,,DMF
N#CC(=C1OC(C(=C1C#N)C=CC1=C(Br)C(=CC=C2N(C)c3c(C2(C)C)cccc3)CC(C1)C(C)(C)C)(C)C)C#N,CN1C(=CC=C2CC(C(C)(C)C)CC(C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C2Br)C(C)(C)c2ccccc21,843.0,,DMF
N#CC(=C1OC(C(=C1C#N)C=CC1=C(Oc2c(cc(cc2C(C)(C)C)C)C(C)(C)C)C(=CC=C2N(C)c3c(C2(C)C)cccc3)CC(C1)C(C)(C)C)(C)C)C#N,Cc1cc(C(C)(C)C)c(OC2=C(C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C)CC(C(C)(C)C)CC2=CC=C2N(C)c3ccccc3C2(C)C)c(C(C)(C)C)c1,896.0,,DMF
COC(CCCC(=CC=CC(=CC=CC(=CC=CC=C(C=CC=C(CCC=C(CCC=C(C)C)C)C)C)C)C)C)(C)C,COC(C)(C)CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)CCC=C(C)CCC=C(C)C,548.0,,
Cln1[nH]c(Nc2ccc3c(c2)c(O)c(c(c3)S(=O)(=O)O)N=Nc2ccc(cc2)S(=O)(=O)O)cc(n1)Nc1ccc(cc1S(=O)(=O)O)S(=O)(=O)O,O=S(=O)(O)c1ccc(N=Nc2c(S(=O)(=O)O)cc3ccc(NC4=CC(Nc5ccc(S(=O)(=O)O)cc5S(=O)(=O)O)=NN(Cl)N4)cc3c2O)cc1,506.2,,
[Br-],[Br-],377.0,,
CCN,CCN,605.0,,
CC(c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)c1nc(nc(n1)c1ccc(cc1)n1c2ccc(cc2c2c1cccc2)C(C)(C)C)c1ccc(cc1)n1c2ccc(cc2c2c1cccc2)C(C)(C)C)(C)C,CC(C)(C)c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5cc(C(C)(C)C)ccc54)cc3)nc(-c3ccc(-n4c5ccccc5c5cc(C(C)(C)C)ccc54)cc3)n2)cc1,390.0,,quartz
CC(c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)c1nc(nc(n1)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)nc(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)n2)cc1,400.0,,quartz
Cn1c2ccc(cc2c2c1cccc2)C#Cc1ccc(cc1)c1nc(nc(n1)c1ccc(cc1)C#Cc1ccc2c(c1)c1ccccc1n2C)c1ccc(cc1)C#Cc1ccc2c(c1)c1ccccc1n2C,Cn1c2ccccc2c2cc(C#Cc3ccc(-c4nc(-c5ccc(C#Cc6ccc7c(c6)c6ccccc6n7C)cc5)nc(-c5ccc(C#Cc6ccc7c(c6)c6ccccc6n7C)cc5)n4)cc3)ccc21,406.0,,quartz
O=C1C(=NNc2ccc(c3c2cccc3)S(=O)(=O)[O-])C=C(c2c1cccc2)S(=O)(=O)[O-].[Na+].[Na+],O=C1C(=NNc2ccc(S(=O)(=O)[O-])c3ccccc23)C=C(S(=O)(=O)[O-])c2ccccc21.[Na+].[Na+],530.4,,
[O-]S(=O)(=O)c1cccc2c1c(ccc2N=Nc1ccc(c2c1cccc2)N=Nc1cccc(c1)S(=O)(=O)[O-])Nc1ccccc1.[Na+].[Na+],O=S(=O)([O-])c1cccc(N=Nc2ccc(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)c3ccccc23)c1.[Na+].[Na+],567.0,,
Nc1ccc2c(c1)[n+](c1ccccc1)c1c(n2)ccc(c1)N(C)C.[Cl-],CN(C)c1ccc2nc3ccc(N)cc3[n+](-c3ccccc3)c2c1.[Cl-],580.0,,
OCC(C1OC(=C(C1=O)O)O)O,O=C1C(O)=C(O)OC1C(O)CO,623.0,,
[Th],[Th],595.0,,
[Mg+2],[Mg+2],654.0,,
NC(=O)Nc1cc(ccc1N=Nc1cccc(c1)[N+](C)(C)C)Nc1nc(Cl)nc(n1)Cl,C[N+](C)(C)c1cccc(N=Nc2ccc(Nc3nc(Cl)nc(Cl)n3)cc2NC(N)=O)c1,392.0,,
CCN(c1ccc(c(c1)Nc1nc(Cl)nc(n1)Cl)N=Nc1cccc(c1)[N+](C)(C)C)CC,CCN(CC)c1ccc(N=Nc2cccc([N+](C)(C)C)c2)c(Nc2nc(Cl)nc(Cl)n2)c1,485.0,,
CCN(c1ccc(c(c1)Nc1nc(Cl)nc(n1)Nc1ccccc1)N=Nc1cccc(c1)[N+](C)(C)C)CC,CCN(CC)c1ccc(N=Nc2cccc([N+](C)(C)C)c2)c(Nc2nc(Cl)nc(Nc3ccccc3)n2)c1,482.0,,
CCN(c1ccc(c(c1)Nc1nc(Cl)nc(n1)Nc1cccc(c1)[N+](C)(C)C)N=Nc1cccc(c1)[N+](C)(C)C)CC,CCN(CC)c1ccc(N=Nc2cccc([N+](C)(C)C)c2)c(Nc2nc(Cl)nc(Nc3cccc([N+](C)(C)C)c3)n2)c1,481.0,,
C1(C)c2cc(ccc2c2c1cc(cc2)C=C(c1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N)C#N)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,CC1c2cc(C=C(C#N)c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)ccc2-c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc21,628.0,,
C1(C)c2cc(ccc2c2c1cc(cc2)C=C(c1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N)C#N)n1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)C)c1ccc(s1)C,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C)s4)ccc2n3-c2ccc3c(c2)C(C)c2cc(C=C(C#N)c4ccc(-c5ccc(C=C(C#N)C(=O)O)s5)s4)ccc2-3)s1,597.0,,
C1(C)c2cc(ccc2c2c1cc(cc2)C=C(c1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N)C#N)n1c2ccc(cc2c2c1ccc(c2)c1sc2c(c1)sc(c2)C)c1sc2c(c1)sc(c2)C,Cc1cc2sc(-c3ccc4c(c3)c3cc(-c5cc6sc(C)cc6s5)ccc3n4-c3ccc4c(c3)C(C)c3cc(C=C(C#N)c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)s5)ccc3-4)cc2s1,900.0,,
C1(C)c2cc(ccc2c2c1cccc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc(cc1)c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(s1)C=C(C(=O)O)C#N,CC1c2ccccc2-c2ccc(N(c3ccc(-c4ccc(-c5sc(-c6ccc(C=C(C#N)C(=O)O)s6)c6c5OCCO6)s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,495.0,,
OCCCOP(=O)(O)O,O=P(O)(O)OCCCO,506.0,,
FS,FS,621.0,212000.0,
Brc1c(Br)c(Br)c2c(c1Br)C(=O)OC2(c1ccc(c(c1)S(=O)(=O)[O-])O)c1ccc(c(c1)S(=O)(=O)[O-])O.[Na+].[Na+],O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21.[Na+].[Na+],625.0,142000.0,
FS#N,N#SF,649.0,86000.0,
C(Cn1c2cc(c3ccc(s3)c3ccc(c4c3nc(c3ccccc3)c(n4)c3ccccc3)c3ccc(s3)C=C(C(=O)O)C#N)c3c4c2c2c1cc(c1ccc(cc1)OCC(C)CC)c1c2c(c4ccc3)ccc1)CC,CCCCn1c2cc(-c3ccc(OCC(C)CC)cc3)c3cccc4c5cccc6c(-c7ccc(-c8ccc(-c9ccc(C=C(C#N)C(=O)O)s9)c9nc(-c%10ccccc%10)c(-c%10ccccc%10)nc89)s7)cc1c(c65)c2c34,537.0,36600.0,
C(Cn1c2cc(c3ccc(s3)c3ccc(c4c3nc(c3ccccc3)c(n4)c3ccccc3)c3ccc(s3)C=c3sc(=C(C#N)C#N)[nH]c3=O)c3c4c2c2c1cc(c1ccc(cc1)OCC(C)CC)c1c2c(c4ccc3)ccc1)CC,CCCCn1c2cc(-c3ccc(OCC(C)CC)cc3)c3cccc4c5cccc6c(-c7ccc(-c8ccc(-c9ccc(C=c%10sc(=C(C#N)C#N)[nH]c%10=O)s9)c9nc(-c%10ccccc%10)c(-c%10ccccc%10)nc89)s7)cc1c(c65)c2c34,533.0,28900.0,
Clc1nc(nc(n1)Cl)Nc1cc2ccc(cc2c(c1O)N=Nc1cn(nc1c1ccccc1)c1ccccc1)S(=O)(=O)[O-].[Na+],O=S(=O)([O-])c1ccc2cc(Nc3nc(Cl)nc(Cl)n3)c(O)c(N=Nc3cn(-c4ccccc4)nc3-c3ccccc3)c2c1.[Na+],356.0,,
Clc1ccc(cc1)c1nn(cc1N=Nc1c(O)c(Nc2nc(Cl)nc(n2)Cl)cc2c1cc(cc2)S(=O)(=O)[O-])c1ccccc1.[Na+],O=S(=O)([O-])c1ccc2cc(Nc3nc(Cl)nc(Cl)n3)c(O)c(N=Nc3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)c2c1.[Na+],358.0,,
Cc1ccc(cc1)c1nn(cc1N=Nc1c(O)c(Nc2nc(Cl)nc(n2)Cl)cc2c1cc(cc2)S(=O)(=O)[O-])c1ccccc1.[Na+],Cc1ccc(-c2nn(-c3ccccc3)cc2N=Nc2c(O)c(Nc3nc(Cl)nc(Cl)n3)cc3ccc(S(=O)(=O)[O-])cc23)cc1.[Na+],359.0,,
Clc1nc(nc(n1)Cl)Nc1cc(cc2c1c(O)c(c(c2)S(=O)(=O)[O-])N=Nc1cc(nn1c1ccccc1)c1ccccc1)S(=O)(=O)[O-].[Na+].[Na+],O=S(=O)([O-])c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(N=Nc3cc(-c4ccccc4)nn3-c3ccccc3)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+],611.0,,
Clc1ccc(cc1)c1cc(n(n1)c1ccccc1)N=Nc1c(O)c2c(Nc3nc(Cl)nc(n3)Cl)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],O=S(=O)([O-])c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(N=Nc3cc(-c4ccc(Cl)cc4)nn3-c3ccccc3)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+],514.0,,
Cc1ccc(cc1)c1nn(c(c1)N=Nc1c(O)c2c(Nc3nc(Cl)nc(n3)Cl)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccccc1.[Na+].[Na+],Cc1ccc(-c2cc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(Nc5nc(Cl)nc(Cl)n5)c4c3O)n(-c3ccccc3)n2)cc1.[Na+].[Na+],593.0,,
CCOc1ccc(cc1)N=Nc1ccc(c(c1)S(=O)(=O)[O-])C=Cc1ccc(cc1S(=O)(=O)[O-])N=Nc1ccc(cc1)OCC.[Na+].[Na+],CCOc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)cc1.[Na+].[Na+],404.0,,
O=C1C=Cc2c(C1=NNc1ccc(c3c1cccc3)S(=O)(=O)[O-])cccc2.[Na+],O=C1C=Cc2ccccc2C1=NNc1ccc(S(=O)(=O)[O-])c2ccccc12.[Na+],511.0,,
[O-]S(=O)(=O)O.CCN(c1ccc(cc1)[C+](c1ccc(cc1)N(CC)CC)c1ccccc1)CC,CCN(CC)c1ccc([C+](c2ccccc2)c2ccc(N(CC)CC)cc2)cc1.O=S(=O)([O-])O,626.0,,
CCNc1ccc(c2c1cccc2)[C+](c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C.[Cl-],CCNc1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)c2ccccc12.[Cl-],609.0,,
CN(c1ccc(cc1)[C+](c1ccc(cc1)N(C)C)c1ccccc1)C.OC(=O)C(=O)[O-],CN(C)c1ccc([C+](c2ccccc2)c2ccc(N(C)C)cc2)cc1.O=C([O-])C(=O)O,620.0,,
Nc1ccc(cc1C)[C+](c1ccc(c(c1)C)N)c1ccc(c(c1)C)N.[Cl-],Cc1cc([C+](c2ccc(N)c(C)c2)c2ccc(N)c(C)c2)ccc1N.[Cl-],568.0,,
c1ccc(cc1)N(c1ccccc1)c1cc(cc(c1)N(c1ccc(cc1)c1ccccc1)c1ccc(cc1)c1ccccc1)N(c1ccc(cc1)c1ccccc1)c1ccc(cc1)c1ccccc1,c1ccc(-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3cc(N(c4ccccc4)c4ccccc4)cc(N(c4ccc(-c5ccccc5)cc4)c4ccc(-c5ccccc5)cc4)c3)cc2)cc1,323.0,,
Cn1c2cc(Br)ccc2c2c1cc(cc2)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1,CCC1(CC)c2ccccc2-c2ccc(N(c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)c3ccc4c5ccc(Br)cc5n(C)c4c3)cc21,370.0,38400.0,
Cn1c2cc(ccc2c2c1cc(cc2)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(s1)C=O,CCC1(CC)c2ccccc2-c2ccc(N(c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)c3ccc4c5ccc(-c6ccc(C=O)s6)cc5n(C)c4c3)cc21,432.0,31000.0,
Cn1c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)C=O)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1,CCC1(CC)c2ccccc2-c2ccc(N(c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)c3ccc4c5ccc(-c6ccc(-c7ccc(C=O)s7)s6)cc5n(C)c4c3)cc21,439.0,33800.0,
Cn1c2cc(ccc2c2c1cc(cc2)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc(s1)C=C(C(=O)O)C#N,CCC1(CC)c2ccccc2-c2ccc(N(c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)c3ccc4c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)cc5n(C)c4c3)cc21,497.0,53500.0,
Cn1c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccccc1,Cn1c2cc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)ccc2c2ccc(N(c3ccccc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,490.0,38700.0,
Cn1c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1,CCC1(CC)c2ccccc2-c2ccc(N(c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)c3ccc4c5ccc(-c6ccc(-c7ccc(C=C(C#N)C(=O)O)s7)s6)cc5n(C)c4c3)cc21,497.0,47500.0,
O=C1C=Cc2c(C1=NNc1ccc(cc1)S(=O)(=O)[O-])ccc(c2)S(=O)(=O)[O-].[Na+].[Na+],O=C1C=Cc2cc(S(=O)(=O)[O-])ccc2C1=NNc1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+],490.0,,
CCN(c1ccc(cc1)[C+](c1ccc(cc1S(=O)(=O)[O-])O)c1ccc(cc1)N(Cc1cccc(c1)S(=O)(=O)[O-])CC)Cc1cccc(c1)S(=O)(=O)[O-].[Na+].[Na+],CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)c2ccc(O)cc2S(=O)(=O)[O-])cc1.[Na+].[Na+],620.0,,
c1ccc(cc1)n1c(nc2c1c1ccccc1c1c2cccc1)c1cccc(c1)c1c2ccccc2c(c2c1cccc2)c1cc2ccccc2c2c1cccc2,c1ccc(-n2c(-c3cccc(-c4c5ccccc5c(-c5cc6ccccc6c6ccccc56)c5ccccc45)c3)nc3c4ccccc4c4ccccc4c32)cc1,426.6,,
c1ccc(cc1)n1c(nc2c1c1ccccc1c1c2cccc1)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1cc2ccccc2c2c1cccc2,c1ccc(-n2c(-c3ccc(-c4c5ccccc5c(-c5cc6ccccc6c6ccccc56)c5ccccc45)cc3)nc3c4ccccc4c4ccccc4c32)cc1,448.4,,
P#P,P#P,444.0,,
C=CC(C(=O)O)(OC(=O)Nc1cc(Cl)cc(c1)Cl)C,C=CC(C)(OC(=O)Nc1cc(Cl)cc(Cl)c1)C(=O)O,436.0,,
C=CC(C(=O)Nc1cc(Cl)cc(c1)Cl)(O)C,C=CC(C)(O)C(=O)Nc1cc(Cl)cc(Cl)c1,436.0,,
N#CC(=Cc1ccc(s1)c1cc2c(o1)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c1c(c2C#C[Si](C(C)C)(C(C)C)C(C)C)oc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)C(=O)O,CC(C)[Si](C#Cc1c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)oc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)oc12)(C(C)C)C(C)C,483.0,,
COc1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)C=C(C(=O)O)C#N)OC)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,COc1c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)sc2c(OC)c2cc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)sc12,477.0,,
PI,PI,629.0,,
CCC=CC=CCCCCCCCCOC(=O)C,CCC=CC=CCCCCCCCCOC(C)=O,397.0,,
CC=CCC=CCCCCCCCCOC(=O)C,CC=CCC=CCCCCCCCCOC(C)=O,378.0,,
Cn1c2nc3ccccc3nc2c2c1cc(cc2)c1cc2c(s1)c(OC(C)CC)c1c(c2OC(C)CC)sc(c1)c1ccc2c(c1)n(C)c1c2nc2c(n1)cccc2,CCC(C)Oc1c2cc(-c3ccc4c5nc6ccccc6nc5n(C)c4c3)sc2c(OC(C)CC)c2cc(-c3ccc4c5nc6ccccc6nc5n(C)c4c3)sc12,500.0,,chloroform
COC1C=CC=C(C)Cc2cc(OC)c(c(c2)N(C(=O)CC(C2(C(C(C3CC1(O)NC(=O)O3)C)O2)C)OC(=O)C(OC)(C)C)C)Cl,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)C(C)(C)OC)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)C=CC=C(C)C2,540.0,25400.0,
S1CCN(CCSCCOCCOCC1)c1ccc(cc1)C=Cc1cc[n+](cc1)Cc1ccc(cc1)C[n+]1ccc(cc1)C=Cc1ccc(cc1)N1CCSCCOCCOCCSCC1.[O-][Cl](=O)(=O)=O.[O-][Cl](=O)(=O)=O,C(=Cc1cc[n+](Cc2ccc(C[n+]3ccc(C=Cc4ccc(N5CCSCCOCCOCCSCC5)cc4)cc3)cc2)cc1)c1ccc(N2CCSCCOCCOCCSCC2)cc1.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],491.0,,
S1CCN(CCSCCOCCOCC1)c1ccc(cc1)C=Cc1cc[n+](cc1)Cc1cccc(c1)C[n+]1ccc(cc1)C=Cc1ccc(cc1)N1CCSCCOCCOCCSCC1.[O-][Cl](=O)(=O)=O.[O-][Cl](=O)(=O)=O,C(=Cc1cc[n+](Cc2cccc(C[n+]3ccc(C=Cc4ccc(N5CCSCCOCCOCCSCC5)cc4)cc3)c2)cc1)c1ccc(N2CCSCCOCCOCCSCC2)cc1.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],489.0,,
S1CCN(CCSCCOCCOCC1)c1ccc(cc1)C=Cc1cc[n+](cc1)Cc1ccccc1C[n+]1ccc(cc1)C=Cc1ccc(cc1)N1CCSCCOCCOCCSCC1.[O-][Cl](=O)(=O)=O.[O-][Cl](=O)(=O)=O,C(=Cc1cc[n+](Cc2ccccc2C[n+]2ccc(C=Cc3ccc(N4CCSCCOCCOCCSCC4)cc3)cc2)cc1)c1ccc(N2CCSCCOCCOCCSCC2)cc1.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],486.0,,
Cc1ccc[nH]1,Cc1ccc[nH]1,425.0,,
O=C1C=Cc2c(C1=NNc1cc(C)c(cc1S(=O)(=O)[O-])Cl)cccc2.O=C1C=Cc2c(C1=NNc1cc(C)c(cc1S(=O)(=O)[O-])Cl)cccc2.[Ba+2],Cc1cc(NN=C2C(=O)C=Cc3ccccc32)c(S(=O)(=O)[O-])cc1Cl.Cc1cc(NN=C2C(=O)C=Cc3ccccc32)c(S(=O)(=O)[O-])cc1Cl.[Ba+2],524.0,,
c1cc2CCc3c4c2c(c1)CCc4cc(c3)C(=C(c1cc2CCc3c4c2c(c1)CCc4ccc3)c1cc2CCc3c4c2c(c1)CCc4ccc3)c1cc2CCc3c4c2c(c1)CCc4ccc3,c1cc2c3c(c1)CCc1cc(C(=C(c4cc5c6c(c4)CCc4cccc(c4-6)CC5)c4cc5c6c(c4)CCc4cccc(c4-6)CC5)c4cc5c6c(c4)CCc4cccc(c4-6)CC5)cc(c1-3)CC2,370.0,,
O[C@@H]1[C@@H](C=C(C[C@H]1O[C@](P(=O)(O)O)(C(=O)O)C)C(=O)O)OP(=O)(O)O,C[C@](O[C@@H]1CC(C(=O)O)=C[C@@H](OP(=O)(O)O)[C@H]1O)(C(=O)O)P(=O)(O)O,662.0,,
